Condo Name,District,Date Posted,Agent Id,Price,Beds,Bathrooms,Sq Feet,Sq Meter
Casa Irrawaddy ,D12,"18 Mar, 2014",287502,"SGD 4,800 ",3,2,"1,076 sqft",100 sqm
Suites @ Topaz ,D12,"18 Mar, 2014",291115,"SGD 2,300 (Negotiable)",1,1,420 sqft,39 sqm
Valley Park ,D10,"18 Mar, 2014",289997,"SGD 5,100 (Negotiable)",2,2,"1,216 sqft",113 sqm
Costa Rhu ,D15,"18 Mar, 2014",289997,"SGD 4,600 (Negotiable)",2,2,"1,399 sqft",130 sqm
Vista Residences ,D12,"18 Mar, 2014",287502,"SGD 4,800 ",3,3,"1,173 sqft",109 sqm
Valley Park ,D10,"18 Mar, 2014",289997,"SGD 3,500 (Negotiable)",1,0,797 sqft,74 sqm
Jupiter 18 ,D15,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,409 sqft,38 sqm
Jupiter 18 ,D15,"18 Mar, 2014",291115,"SGD 2,601 ",2,1,431 sqft,40 sqm
The Scala ,D19,"18 Mar, 2014",291115,"SGD 3,333 ",1,1,474 sqft,44 sqm
The Scala ,D19,"18 Mar, 2014",291115,"SGD 4,000 ",2,1,894 sqft,83 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 3,500 (Negotiable)",2,1,635 sqft,59 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,400 (Negotiable)",1,1,431 sqft,40 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,550 (Negotiable)",1,0,420 sqft,39 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,550 ",1,0,409 sqft,38 sqm
The Scala ,D19,"18 Mar, 2014",291115,"SGD 3,000 (Negotiable)",1,1,474 sqft,44 sqm
Cube 8 ,D11,"18 Mar, 2014",287502,"SGD 4,500 ",2,2,913 sqft,85 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,800 ",2,1,538 sqft,50 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,850 (Negotiable)",2,1,517 sqft,48 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,1,435 sqft,40 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,399 sqft,37 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,600 (Negotiable)",1,1,409 sqft,38 sqm
White Shores ,D19,"18 Mar, 2014",298804,"SGD 7,400 (Guide Price)",5,7,"5,038 sqft",469 sqm
Centra Heights ,D14,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,0,410 sqft,38 sqm
Primo Residences ,D19,"18 Mar, 2014",291115,"SGD 2,450 (Offers in Excess of)",1,1,495 sqft,46 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,900 (Negotiable)",2,1,549 sqft,51 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,808 (Negotiable)",2,1,547 sqft,51 sqm
Primo Residences ,D19,"18 Mar, 2014",291115,"SGD 2,500 ",1,0,500 sqft,46 sqm
Centra Heights ,D14,"18 Mar, 2014",291115,"SGD 2,600 (Negotiable)",1,1,431 sqft,40 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,421 sqft,39 sqm
Centra Studios ,D14,"18 Mar, 2014",291115,"SGD 2,400 (Negotiable)",1,1,377 sqft,35 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,600 (Negotiable)",1,1,431 sqft,40 sqm
Jupiter 18 ,D15,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,1,420 sqft,39 sqm
Centra Heights ,D14,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,409 sqft,38 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,431 sqft,40 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,700 (Negotiable)",2,1,441 sqft,41 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,800 ",2,1,506 sqft,47 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,799 (Negotiable)",2,1,506 sqft,47 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,800 (Negotiable)",2,1,517 sqft,48 sqm
Este villa ,D28,"18 Mar, 2014",334408,View to offer ,5,4,"3,400 sqft",316 sqm
Centra Studios ,D14,"18 Mar, 2014",291115,"SGD 2,400 ",1,1,463 sqft,43 sqm
Jupiter 18 ,D15,"18 Mar, 2014",291115,"SGD 2,600 ",1,1,431 sqft,40 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,400 ",1,1,479 sqft,45 sqm
Centra Loft ,D14,"18 Mar, 2014",291115,"SGD 2,500 ",2,1,478 sqft,44 sqm
The Scala ,D19,"18 Mar, 2014",291115,"SGD 4,000 ",2,2,893 sqft,83 sqm
Airstream ,D12,"18 Mar, 2014",291115,"SGD 2,800 (Offers in Excess of)",2,1,506 sqft,47 sqm
Cube 8 ,D11,"18 Mar, 2014",287502,"SGD 4,500 ",2,2,926 sqft,86 sqm
Rv Edge ,D10,"18 Mar, 2014",291115,"SGD 2,700 ",1,1,366 sqft,34 sqm
10 Shelford ,D11,"18 Mar, 2014",279089,"SGD 4,300 (Guide Price)",1,2,840 sqft,78 sqm
"Walk To Botanic Gardens, MRT,Unique Penthouse ",D11,"18 Mar, 2014",279089,"SGD 4,300 (Guide Price)",1,2,840 sqft,78 sqm
Spottiswoode Residences ,D02,"18 Mar, 2014",279089,"SGD 4,600 (Offers in Excess of)",2,2,926 sqft,86 sqm
Centennia Suites ,D09,"18 Mar, 2014",279089,"SGD 6,500 (Negotiable)",2,0,"1,238 sqft",115 sqm
Centro Residences ,D20,"18 Mar, 2014",287502,"SGD 4,500 ",2,2,818 sqft,76 sqm
Centro Residences ,D20,"18 Mar, 2014",287502,"SGD 4,300 ",2,2,818 sqft,76 sqm
Prestige Heights ,D12,"18 Mar, 2014",291115,"SGD 2,459 (Negotiable)",1,1,349 sqft,32 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,000 (Negotiable)",1,1,442 sqft,41 sqm
The Imperial ,D09,"18 Mar, 2014",306193,"SGD 7,800 ",3,0,"1,450 sqft",135 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,455 (Negotiable)",2,1,667 sqft,62 sqm
Royce Residences ,D14,"18 Mar, 2014",291115,"SGD 2,350 ",1,1,431 sqft,40 sqm
Centra Studios ,D14,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,445 sqft,41 sqm
Rv Edge ,D10,"18 Mar, 2014",291115,"SGD 2,600 (Negotiable)",1,1,420 sqft,39 sqm
Rv Edge ,D10,"18 Mar, 2014",291115,"SGD 2,833 (Negotiable)",1,1,366 sqft,34 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,000 ",1,1,398 sqft,37 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,500 (View to offer)",2,1,667 sqft,62 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,000 (Negotiable)",1,1,433 sqft,40 sqm
Rv Edge ,D10,"18 Mar, 2014",291115,"SGD 2,988 (Negotiable)",1,1,366 sqft,34 sqm
Rv Edge ,D10,"18 Mar, 2014",291115,"SGD 3,800 ",2,2,667 sqft,62 sqm
Cube 8 ,D11,"18 Mar, 2014",287502,"SGD 4,300 ",2,2,916 sqft,85 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,588 (View to offer)",2,1,667 sqft,62 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,500 (Negotiable)",2,1,667 sqft,62 sqm
Prestige Heights ,D12,"18 Mar, 2014",291115,"SGD 2,418 (View to offer)",1,1,344 sqft,32 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,000 ",1,1,355 sqft,33 sqm
Rangoon 88 ,D08,"18 Mar, 2014",291115,"SGD 2,688 (Offers in Excess of)",1,1,431 sqft,40 sqm
The Raintree ,D21,"18 Mar, 2014",285686,"SGD 3,800 ",3,3,"1,313 sqft",122 sqm
Jupiter 18 ,D15,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,433 sqft,40 sqm
Chantilly Rise ,D23,"18 Mar, 2014",306193,"SGD 3,200 ",3,0,"1,300 sqft",121 sqm
Centra Studios ,D14,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,1,431 sqft,40 sqm
Suites @ Guillemard ,D15,"18 Mar, 2014",291115,"SGD 2,800 (Negotiable)",1,1,431 sqft,40 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,500 (Negotiable)",1,1,549 sqft,51 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,450 (Negotiable)",1,1,550 sqft,51 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,420 sqft,39 sqm
Suites @ Topaz ,D12,"18 Mar, 2014",279661,"SGD 2,300 ",1,1,388 sqft,37 sqm
Airstream ,D12,"18 Mar, 2014",291115,"SGD 2,805 (Negotiable)",1,0,506 sqft,47 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,431 sqft,40 sqm
Loft@stevens ,D10,"18 Mar, 2014",291115,"SGD 3,000 (Negotiable)",2,1,450 sqft,42 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,800 (Negotiable)",2,1,570 sqft,53 sqm
Centra Studios ,D14,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,1,430 sqft,40 sqm
Vista Residences ,D12,"18 Mar, 2014",298804,"SGD 3,500 (Guide Price)",1,2,635 sqft,59 sqm
Rv Edge ,D10,"18 Mar, 2014",291115,"SGD 4,000 (Negotiable)",2,1,495 sqft,46 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,100 ",1,1,441 sqft,41 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,493 (Negotiable)",1,1,420 sqft,39 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 4,500 (Negotiable)",2,2,"1,033 sqft",96 sqm
Prestige Heights ,D12,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,346 sqft,32 sqm
Viento ,D14,"18 Mar, 2014",291115,"SGD 2,350 (Negotiable)",1,1,474 sqft,44 sqm
Centra Studios ,D14,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,463 sqft,43 sqm
Loft@stevens ,D10,"18 Mar, 2014",291115,"SGD 3,000 (View to offer)",1,1,441 sqft,41 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,0,420 sqft,39 sqm
Centra Studios ,D14,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,420 sqft,39 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,600 ",1,0,432 sqft,40 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,500 ",2,0,710 sqft,66 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,500 (Negotiable)",2,1,668 sqft,62 sqm
The Woodgrove ,D25,"18 Mar, 2014",306193,"SGD 2,800 ",3,0,"1,250 sqft",116 sqm
The holland collection ,D10,"18 Mar, 2014",280376,"SGD 9,500 (Guide Price)",3,2,"1,668 sqft",155 sqm
The holland collection ,D10,"18 Mar, 2014",280376,"SGD 11,500 (Guide Price)",3,0,"1,841 sqft",171 sqm
8 eden grove ,D19,"18 Mar, 2014",280376,"SGD 3,800 (View to offer)",3,2,"1,076 sqft",100 sqm
38 Amber ,D15,"18 Mar, 2014",310907,"SGD 4,000 (Fixed)",3,0,"1,198 sqft",111 sqm
Parbury Hill Condominium ,D16,"18 Mar, 2014",308696,"SGD 5,000 ",4,4,"2,120 sqft",197 sqm
Paradise palms ,D15,"18 Mar, 2014",310907,"SGD 4,000 (View to offer)",3,3,"1,184 sqft",110 sqm
Coralis ,D15,"18 Mar, 2014",310907,"SGD 2,800 (Fixed)",1,1,495 sqft,46 sqm
Bella Casita ,D15,"18 Mar, 2014",310907,"SGD 3,600 (Negotiable)",2,2,947 sqft,88 sqm
Bella Casita ,D15,"18 Mar, 2014",310907,"SGD 3,200 (Negotiable)",2,2,820 sqft,76 sqm
Ue Square ,D09,"18 Mar, 2014",290265,"SGD 5,200 (View to offer)",3,3,"1,292 sqft",120 sqm
Terrene At Bukit Timah ,D21,"18 Mar, 2014",288837,"SGD 4,000 (Negotiable)",2,2,"1,101 sqft",103 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,425 sqft,39 sqm
Centra Heights ,D14,"18 Mar, 2014",291115,"SGD 2,630 (Negotiable)",1,1,431 sqft,40 sqm
Parc Elegance ,D15,"18 Mar, 2014",291115,"SGD 2,400 (Negotiable)",1,1,441 sqft,41 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,1,431 sqft,40 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,478 (Negotiable)",1,1,420 sqft,39 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,409 sqft,38 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,300 ",1,1,398 sqft,37 sqm
Centra Heights ,D14,"18 Mar, 2014",291115,"SGD 2,600 (Negotiable)",1,1,409 sqft,38 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,426 sqft,40 sqm
Cavenagh Lodge ,D09,"18 Mar, 2014",310907,"SGD 5,500 ",3,0,"1,348 sqft",125 sqm
Cavenagh Lodge ,D09,"18 Mar, 2014",310907,"SGD 3,600 ",1,0,626 sqft,58 sqm
Villa Azura ,D10,"18 Mar, 2014",310907,"SGD 5,500 ",4,0,"1,765 sqft",164 sqm
Butterworth 8 ,D15,"18 Mar, 2014",310907,"SGD 4,200 (Fixed)",3,3,"1,507 sqft",140 sqm
Cabana ,D28,"18 Mar, 2014",310907,"SGD 6,500 ",4,4,"2,885 sqft",268 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,700 (Negotiable)",2,1,581 sqft,54 sqm
Primo Residences ,D19,"18 Mar, 2014",291115,"SGD 2,450 (Negotiable)",1,1,496 sqft,46 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,489 (Negotiable)",1,1,409 sqft,38 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 3,400 (Negotiable)",2,1,624 sqft,58 sqm
Grange 80 ,D10,"18 Mar, 2014",281241,Price on Ask ,4,0,"2,314 sqft",215 sqm
Centro Residences ,D20,"18 Mar, 2014",281241,"SGD 4,800 (Price on Ask)",2,0,"1,453 sqft",135 sqm
Centro Residences ,D20,"18 Mar, 2014",281241,"SGD 6,200 (Price on Ask)",3,0,"1,744 sqft",162 sqm
Gold Palm Mansions ,D15,"18 Mar, 2014",281241,"SGD 3,500 (Price on Ask)",2,0,850 sqft,79 sqm
The Sound ,D15,"18 Mar, 2014",281241,"SGD 6,700 (Price on Ask)",4,0,"1,537 sqft",143 sqm
Nassim Regency ,D10,"18 Mar, 2014",281241,"SGD 11,400 (Price on Ask)",3,0,"2,024 sqft",188 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,1,410 sqft,38 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,499 (Negotiable)",1,1,420 sqft,39 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,800 (Negotiable)",2,1,549 sqft,51 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,450 (Negotiable)",1,1,398 sqft,37 sqm
Prestige Heights ,D12,"18 Mar, 2014",291115,"SGD 2,488 ",1,1,347 sqft,32 sqm
Ritz Regency ,D15,"18 Mar, 2014",310907,"SGD 4,000 (Price on Ask)",3,0,"1,195 sqft",111 sqm
Dunman View ,D15,"18 Mar, 2014",310907,"SGD 4,200 (Negotiable)",3,3,"1,324 sqft",123 sqm
Prestige Heights ,D12,"18 Mar, 2014",291115,"SGD 2,490 (Negotiable)",1,1,348 sqft,32 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 2,488 (Negotiable)",1,1,398 sqft,37 sqm
Parc Elegance ,D15,"18 Mar, 2014",291115,"SGD 3,000 ",1,2,840 sqft,78 sqm
Airstream ,D12,"18 Mar, 2014",291115,"SGD 2,850 (Negotiable)",2,1,506 sqft,47 sqm
Airstream ,D12,"18 Mar, 2014",291115,"SGD 3,000 (Negotiable)",2,1,506 sqft,47 sqm
Waterfront Key ,D16,"18 Mar, 2014",291115,"SGD 3,600 ",2,2,915 sqft,85 sqm
River Place ,D03,"18 Mar, 2014",281241,"SGD 8,500 ",3,0,"1,938 sqft",180 sqm
Bluwaters2 ,D17,"18 Mar, 2014",317786,"SGD 2,900 (Guide Price)",2,0,872 sqft,81 sqm
Orange Regency ,D10,"18 Mar, 2014",281241,"SGD 7,300 ",3,0,"1,763 sqft",164 sqm
Blossoms @ Woodleigh ,D13,"18 Mar, 2014",308696,"SGD 4,200 (Price on Ask)",3,3,"1,206 sqft",113 sqm
Oasis Garden ,D19,"18 Mar, 2014",325719,"SGD 3,400 ",2,2,"1,033 sqft",96 sqm
Park Residences Kovan ,D19,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,323 sqft,30 sqm
Prestige Heights ,D12,"18 Mar, 2014",291115,"SGD 2,500 ",1,0,344 sqft,32 sqm
Rafflesia ,D20,"18 Mar, 2014",291115,"SGD 4,000 ",2,2,915 sqft,85 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 4,000 ",2,1,652 sqft,61 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 4,000 ",2,1,657 sqft,61 sqm
Park Residences Kovan ,D19,"18 Mar, 2014",291115,"SGD 2,500 ",1,1,355 sqft,33 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,600 ",2,1,441 sqft,41 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 4,000 ",2,1,658 sqft,61 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,000 (Negotiable)",1,1,450 sqft,42 sqm
The Estuary ,D27,"18 Mar, 2014",291115,"SGD 3,400 (Negotiable)",3,3,"1,195 sqft",111 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 3,300 ",2,1,517 sqft,48 sqm
La fleur ,D14,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,1,409 sqft,38 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 3,300 (Negotiable)",2,2,560 sqft,52 sqm
Cardiff Residence ,D19,"18 Mar, 2014",291115,"SGD 3,300 (Negotiable)",2,2,614 sqft,57 sqm
Parc Elegance ,D15,"18 Mar, 2014",291115,"SGD 3,200 ",1,1,"1,033 sqft",96 sqm
Prestige Heights ,D12,"18 Mar, 2014",291115,"SGD 2,400 ",1,1,344 sqft,32 sqm
Jupiter 18 ,D15,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,0,431 sqft,40 sqm
The Scala ,D19,"18 Mar, 2014",291115,"SGD 3,998 (Negotiable)",2,1,893 sqft,83 sqm
Point Loma ,D11,"18 Mar, 2014",281241,"SGD 8,000 ",3,0,"3,057 sqft",284 sqm
The Minton ,D19,"18 Mar, 2014",318861,"SGD 3,200 ",2,2,"1,109 sqft",103 sqm
Jupiter 18 ,D15,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,0,388 sqft,36 sqm
Parc Elegance ,D15,"18 Mar, 2014",291115,"SGD 3,200 (Negotiable)",1,2,"1,000 sqft",93 sqm
La fleur ,D14,"18 Mar, 2014",291115,"SGD 2,499 (Negotiable)",1,1,463 sqft,43 sqm
The Scala ,D19,"18 Mar, 2014",291115,"SGD 3,999 (Negotiable)",2,2,893 sqft,83 sqm
Shanghai One ,D10,"18 Mar, 2014",291115,"SGD 3,300 (Negotiable)",1,1,570 sqft,53 sqm
La Fleur ,D14,"18 Mar, 2014",291115,"SGD 2,400 ",1,1,463 sqft,43 sqm
La Fleur ,D14,"18 Mar, 2014",291115,"SGD 2,500 (Negotiable)",1,1,463 sqft,43 sqm
The Scala ,D19,"18 Mar, 2014",291115,"SGD 3,300 (Negotiable)",1,1,474 sqft,44 sqm
Suites @ Topaz ,D12,"18 Mar, 2014",291115,"SGD 2,300 (Negotiable)",1,1,474 sqft,44 sqm
Shanghai One ,D10,"18 Mar, 2014",291115,"SGD 3,250 ",1,1,570 sqft,53 sqm
Suites @ Topaz ,D12,"18 Mar, 2014",291115,"SGD 2,250 (Negotiable)",1,1,474 sqft,44 sqm
Primo Residences ,D19,"18 Mar, 2014",291115,"SGD 3,300 (Negotiable)",2,2,818 sqft,76 sqm
Primo Residences ,D19,"18 Mar, 2014",291115,"SGD 3,299 (Negotiable)",2,2,818 sqft,76 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,600 ",2,1,517 sqft,48 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 6,000 (Offers in Excess of)",2,2,"1,001 sqft",93 sqm
Suites @ Topaz ,D12,"18 Mar, 2014",291115,"SGD 2,400 (Negotiable)",1,1,388 sqft,36 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 5,000 (Offers in Excess of)",2,2,990 sqft,92 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,800 (Offers in Excess of)",2,2,775 sqft,72 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 6,300 (Negotiable)",2,2,"1,001 sqft",93 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 5,800 ",2,1,"9,900 sqft",920 sqm
Primo Residences ,D19,"18 Mar, 2014",291115,"SGD 2,438 ",1,1,495 sqft,46 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,650 (Negotiable)",2,1,581 sqft,54 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 3,999 ",1,1,614 sqft,57 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,650 ",2,1,517 sqft,48 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,200 (Price on Ask)",2,1,441 sqft,41 sqm
Yishun Emerald ,D27,"18 Mar, 2014",306820,"SGD 3,300 (Offers in Excess of)",4,2,"1,500 sqft",139 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 4,200 (Negotiable)",1,1,615 sqft,57 sqm
The Woodsvale ,D25,"18 Mar, 2014",306820,"SGD 3,000 (Offers in Excess of)",3,0,"1,517 sqft",141 sqm
L'Viv ,D11,"18 Mar, 2014",291115,"SGD 4,000 ",2,1,660 sqft,61 sqm
Suites @ Topaz ,D12,"18 Mar, 2014",291115,"SGD 3,200 ",2,2,936 sqft,87 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,800 ",2,1,800 sqft,74 sqm
D'Weave ,D14,"18 Mar, 2014",291115,"SGD 2,800 ",2,1,829 sqft,77 sqm
Primo Residences ,D19,"18 Mar, 2014",291115,"SGD 3,233 (Negotiable)",2,2,818 sqft,76 sqm
Suites @ Topaz ,D12,"18 Mar, 2014",291115,"SGD 2,400 ",1,2,410 sqft,38 sqm
Centro Residences ,D20,"18 Mar, 2014",291115,"SGD 3,800 (Negotiable)",2,2,743 sqft,69 sqm
Loft@Stevens ,D10,"18 Mar, 2014",291115,"SGD 3,000 ",1,1,425 sqft,39 sqm
Parc Sophia ,D09,"18 Mar, 2014",291115,"SGD 3,200 ",1,1,474 sqft,44 sqm
Loft@Nathan ,D10,"18 Mar, 2014",291115,"SGD 3,000 (Negotiable)",1,1,452 sqft,42 sqm
Primo Residences ,D19,"18 Mar, 2014",291115,"SGD 3,338 (Negotiable)",2,2,818 sqft,76 sqm
Parc Somme ,D08,"18 Mar, 2014",282892,Price on Ask ,1,0,344 sqft,32 sqm
Chelsea Lodge ,D15,"18 Mar, 2014",281991,"SGD 3,200 ",3,0,"1,206 sqft",112 sqm
Casablanca ,D25,"18 Mar, 2014",281991,"SGD 3,100 ",3,0,"1,184 sqft",110 sqm
The Grange ,D10,"18 Mar, 2014",281991,"SGD 8,700 ",3,0,"1,743 sqft",162 sqm
Leonie Towers ,D09,"18 Mar, 2014",281991,"SGD 16,200 ",5,0,"6,600 sqft",613 sqm
Amaryllis Ville ,D11,"18 Mar, 2014",281991,"SGD 5,900 ",3,0,"1,238 sqft",115 sqm
Jervois Lodge ,D10,"18 Mar, 2014",281991,"SGD 5,000 ",4,0,"1,550 sqft",144 sqm
Yong An Park ,D09,"18 Mar, 2014",281991,"SGD 8,500 ",3,0,"1,959 sqft",182 sqm
Four Seasons Park ,D10,"18 Mar, 2014",281991,"SGD 11,000 ",4,0,"2,260 sqft",210 sqm
Valley Park ,D10,"18 Mar, 2014",281991,"SGD 6,200 ",3,0,"1,701 sqft",158 sqm
Park Natura ,D23,"18 Mar, 2014",281991,"SGD 6,200 ",4,0,"1,776 sqft",165 sqm
Caribbean At Keppel Bay ,D04,"18 Mar, 2014",281991,"SGD 6,200 ",3,0,"1,335 sqft",124 sqm
Regency Park ,D10,"18 Mar, 2014",281991,"SGD 11,500 ",3,0,"3,175 sqft",295 sqm
Cliveden At Grange ,D10,"18 Mar, 2014",281991,"SGD 11,000 ",3,0,"2,153 sqft",200 sqm
Vanadium ,D08,"18 Mar, 2014",281991,"SGD 3,900 ",3,0,"1,141 sqft",106 sqm
3 rooms apartment near KK Hospital ,D08,"18 Mar, 2014",281991,"SGD 3,900 ",3,0,"1,141 sqft",106 sqm
Teresa Ville ,D04,"18 Mar, 2014",281991,"SGD 3,500 ",2,0,"1,350 sqft",125 sqm
Latitude ,D10,"18 Mar, 2014",281991,"SGD 10,500 ",3,0,"1,927 sqft",179 sqm
Tanglin Park ,D10,"18 Mar, 2014",281991,"SGD 5,300 ",2,0,"1,033 sqft",96 sqm
Casa Merah ,D16,"18 Mar, 2014",281991,"SGD 4,500 (Negotiable)",3,0,"1,227 sqft",114 sqm
Scotts 28 ,D09,"18 Mar, 2014",281991,"SGD 5,200 ",2,0,"1,098 sqft",102 sqm
Park Infinia At Wee Nam ,D11,"18 Mar, 2014",281991,"SGD 5,700 ",2,0,"1,000 sqft",93 sqm
The Horizon ,D10,"18 Mar, 2014",281991,"SGD 6,800 ",3,0,"1,560 sqft",145 sqm
Citylights ,D08,"18 Mar, 2014",281991,"SGD 4,300 ",2,0,892 sqft,83 sqm
2 Bedrooms Near Novena MRT ,D11,"18 Mar, 2014",281991,"SGD 5,500 (Offers in Excess of)",2,0,"1,000 sqft",93 sqm
The Balmoral ,D10,"18 Mar, 2014",281991,"SGD 8,800 ",4,0,"2,990 sqft",278 sqm
Mirage Tower ,D09,"18 Mar, 2014",281991,"SGD 6,000 ",4,0,"1,744 sqft",162 sqm
Citylights ,D08,"18 Mar, 2014",281991,"SGD 4,300 ",2,0,893 sqft,83 sqm
Vetro ,D12,"18 Mar, 2014",281991,"SGD 2,500 ",1,0,474 sqft,44 sqm
Citylights ,D08,"18 Mar, 2014",281991,"SGD 4,310 ",2,0,893 sqft,83 sqm
Valley Park ,D10,"18 Mar, 2014",281991,"SGD 6,200 (Negotiable)",3,0,"1,700 sqft",158 sqm
Robertson 100 ,D09,"18 Mar, 2014",281991,"SGD 6,000 ",3,0,"1,151 sqft",107 sqm
